"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"994"	"外壁塗装耐用年数国税庁"	"28"	"110"	"1.74"	"3"	"1年以上前"
"995"	"エアコン 減価償却 耐用年数 国税庁"	"44"	"110"	"0"	"0"	"1年以上前"
"996"	"マンション耐用年数 国税庁"	"41"	"110"	"0"	"4"	"1年以上前"
"997"	"間仕切 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"998"	"ipad 減価償却 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"999"	"耐用年数とは 簡単に"	"null"	"110"	"0"	"0"	"1年以上前"
"1000"	"水中ポンプ耐用年数"	"23"	"110"	"0"	"1"	"1年以上前"
"1001"	"外壁改修工事耐用年数国税庁"	"31"	"110"	"0"	"0"	"1年以上前"
"1002"	"cd 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1003"	"擁壁 耐用年数 国税庁"	"45"	"110"	"0"	"0"	"1年以上前"
"1004"	"物置 法定耐用年数"	"28"	"110"	"0"	"0"	"1年以上前"
"1005"	"ポータブル電源 耐用年数 国税庁"	"39"	"110"	"0"	"0"	"1年以上前"
"1006"	"照明 耐用年数"	"26"	"110"	"0"	"0"	"1年以上前"
"1007"	"テーブル 耐用年数"	"28"	"110"	"0"	"0"	"1年以上前"
"1008"	"飛行機 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1009"	"改修工事 耐用年数"	"22"	"110"	"0"	"0"	"1年以上前"
"1010"	"コロニアル屋根 耐用年数"	"44"	"110"	"1.23"	"37"	"1年以上前"
"1011"	"水中ポンプの耐用年数"	"null"	"110"	"0"	"2"	"1年以上前"
"1012"	"船 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1013"	"新古車耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1014"	"コンテナ 耐用年数 国税庁"	"null"	"110"	"0"	"0"	"1年以上前"
"1015"	"プリンター 法定耐用年数"	"25"	"110"	"0"	"0"	"1年以上前"
"1016"	"フォークリフト耐用年数国税庁"	"44"	"110"	"0"	"0"	"1年以上前"
"1017"	"金庫耐用年数"	"24"	"110"	"0"	"0"	"1年以上前"
"1018"	"デジタルサイネージ耐用年数"	"34"	"110"	"0"	"2"	"1年以上前"
"1019"	"屋根工事 耐用年数 国税庁"	"45"	"110"	"0"	"0"	"1年以上前"
"1020"	"建物耐用年数 償却率"	"null"	"110"	"0"	"2"	"1年以上前"
"1021"	"ホームページの耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1022"	"法定耐用年数 コンプレッサー"	"null"	"110"	"0"	"0"	"1年以上前"
"1023"	"草刈機 耐用年数 国税庁"	"51"	"110"	"0"	"0"	"1年以上前"
"1024"	"給水管耐用年数"	"null"	"110"	"0"	"2"	"1年以上前"
"1025"	"コンプレッサ 法定耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1026"	"固定資産 耐用年数 パソコン"	"31"	"110"	"0"	"2"	"1年以上前"
"1027"	"冷凍庫耐用年数"	"25"	"110"	"0"	"0"	"1年以上前"
"1028"	"オフィスチェア 耐用年数"	"34"	"110"	"0"	"1"	"1年以上前"
"1029"	"店舗内装工事 耐用年数"	"21"	"110"	"0"	"2"	"1年以上前"
"1030"	"防水工事 耐用年数 国税庁"	"36"	"110"	"0"	"0"	"1年以上前"
"1031"	"pf管 屋外 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1032"	"ビジネスフォン 耐用年数"	"47"	"110"	"6.41"	"12"	"1年以上前"
"1033"	"給水管の耐用年数"	"null"	"110"	"0"	"2"	"1年以上前"
"1034"	"法定耐用年数器具備品"	"null"	"110"	"0"	"0"	"1年以上前"
"1035"	"エアコンプレッサー 耐用年数"	"21"	"110"	"0"	"0"	"1年以上前"
"1036"	"エアコンプレッサ 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1037"	"軽量鉄骨 耐用年数 国税庁"	"null"	"110"	"0"	"0"	"1年以上前"
"1038"	"内装工事 法定耐用年数"	"26"	"110"	"0"	"0"	"1年以上前"
"1039"	"マウス 耐用年数"	"22"	"110"	"0"	"0"	"1年以上前"
"1040"	"浴槽 耐用年数"	"26"	"110"	"0"	"2"	"1年以上前"
"1041"	"免震ゴム 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1042"	"コンプレッサー 法定耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1043"	"農業減価償却 耐用年数"	"28"	"110"	"0"	"0"	"1年以上前"
"1044"	"水筒 耐用年数"	"24"	"110"	"0"	"3"	"1年以上前"
"1045"	"耐用年数 テーブル"	"null"	"110"	"0"	"0"	"1年以上前"
"1046"	"オートマット 耐用年数"	"19"	"110"	"0"	"2"	"1年以上前"
"1047"	"ロッカー 耐用年数"	"29"	"110"	"0"	"0"	"1年以上前"
"1048"	"耐用年数 水中ポンプ"	"null"	"110"	"0"	"2"	"1年以上前"
"1049"	"シリコン塗料 耐用年数"	"26"	"110"	"1.32"	"18"	"1年以上前"
"1050"	"耐火金庫の耐用年数"	"null"	"110"	"0"	"3"	"1年以上前"
"1051"	"洗面台 耐用年数 国税庁"	"36"	"110"	"0"	"0"	"1年以上前"
"1052"	"耐用年数通達1-1-3"	"null"	"110"	"0"	"0"	"1年以上前"
"1053"	"耐用年数表 国税庁 構築物"	"null"	"110"	"0"	"0"	"1年以内"
"1054"	"耐用年数 ガレージ"	"null"	"110"	"0"	"0"	"1年以上前"
"1055"	"耐用年数 建築物"	"30"	"110"	"0"	"1"	"1年以上前"
"1056"	"什器備品 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1057"	"屋根防水シート 耐用年数"	"24"	"110"	"2.88"	"23"	"1年以上前"
"1058"	"エアーコンプレッサー耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1059"	"トゥルースリーパー耐用年数"	"null"	"110"	"1.08"	"31"	"1年以上前"
"1060"	"ガレージ 耐用年数"	"26"	"110"	"0"	"0"	"1年以上前"
"1061"	"ドライブレコーダー耐用年数"	"27"	"110"	"0"	"1"	"1年以上前"
"1062"	"カメラレンズ耐用年数"	"23"	"110"	"0"	"0"	"1年以上前"
"1063"	"航空機耐用年数"	"23"	"110"	"0"	"0"	"1年以上前"
"1064"	"ドクターマット 耐用年数"	"25"	"110"	"0"	"2"	"1年以上前"
"1065"	"リース期間 耐用年数より長い"	"null"	"110"	"0"	"0"	"1年以上前"
"1066"	"ソフトウェア 耐用年数 国税庁"	"null"	"110"	"0"	"0"	"1年以上前"
"1067"	"扇風機 耐用年数 超えたら"	"null"	"110"	"0"	"0"	"1年以上前"
"1068"	"電気自動車耐用年数"	"27"	"110"	"0.11"	"5"	"1年以上前"
"1069"	"カーポート 耐用年数 45年"	"null"	"110"	"0"	"1"	"1年以上前"
"1070"	"ホームページ耐用年数"	"26"	"110"	"0"	"1"	"1年以上前"
"1071"	"イナバ物置 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1072"	"カーペット 耐用年数"	"24"	"110"	"0"	"0"	"1年以上前"
"1073"	"耐用年数 見積"	"27"	"110"	"0"	"0"	"1年以上前"
"1074"	"高圧気中開閉器 耐用年数"	"null"	"110"	"2.25"	"1"	"1年以上前"
"1075"	"建築物 耐用年数"	"null"	"110"	"0"	"1"	"1年以上前"
"1076"	"トイレ 法定耐用年数"	"null"	"110"	"0"	"0"	"1年以内"
"1077"	"パソコン 固定資産 耐用年数"	"null"	"110"	"0"	"1"	"1年以上前"
"1078"	"井戸ポンプ耐用年数"	"null"	"110"	"0"	"2"	"1年以上前"
"1079"	"ソファ 耐用年数 国税庁"	"46"	"110"	"0"	"0"	"1年以上前"
"1080"	"外壁コーキング 耐用年数"	"22"	"110"	"1.23"	"27"	"1年以上前"
"1081"	"ルーター法定耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1082"	"frp防水 耐用年数"	"23"	"110"	"1.8"	"11"	"1年以上前"
"1083"	"シャッター耐用年数国税庁"	"44"	"110"	"0"	"0"	"1年以上前"
"1084"	"システムキッチン 耐用年数 国税庁"	"null"	"110"	"0"	"0"	"1年以上前"
"1085"	"トラクター 耐用年数 減価償却"	"null"	"110"	"0"	"0"	"過去7日"
"1086"	"ウレタン防水耐用年数"	"23"	"110"	"0"	"5"	"1年以上前"
"1087"	"パッケージエアコン耐用年数"	"24"	"110"	"0"	"0"	"1年以上前"
"1088"	"シャッター法定耐用年数"	"25"	"110"	"0"	"0"	"1年以上前"
"1089"	"法定耐用年数 鉄筋コンクリート"	"null"	"110"	"0"	"0"	"1年以上前"
"1090"	"鉄筋コンクリート 法定耐用年数"	"null"	"110"	"0.09"	"3"	"1年以上前"
"1091"	"給水ポンプ 耐用年数 国税庁"	"null"	"110"	"0"	"0"	"1年以上前"
"1092"	"机 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1093"	"コンセント 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1094"	"賃貸 エアコン耐用年数"	"28"	"110"	"0"	"0"	"1年以上前"
"1095"	"木造住宅の法定耐用年数"	"null"	"110"	"0"	"2"	"1年以上前"
"1096"	"確定申告 減価償却 耐用年数"	"null"	"110"	"0"	"2"	"1年以上前"
"1097"	"エクセル線 耐用年数"	"23"	"110"	"0"	"0"	"1年以上前"
"1098"	"フッ素塗料 耐用年数"	"null"	"110"	"0.38"	"15"	"1年以上前"
"1099"	"耐火金庫 耐用年数"	"27"	"110"	"0"	"3"	"1年以上前"
"1100"	"電気設備工事 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1101"	"鉄骨造亜鉛メッキ鋼板葺 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1102"	"バス 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1103"	"プリンタ 法定耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1104"	"カメラ 法定耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1105"	"耐用年数 ホームページ"	"null"	"110"	"0"	"0"	"1年以上前"
"1106"	"耐用年数 プレハブ冷蔵庫"	"null"	"110"	"0"	"0"	"1年以上前"
"1107"	"3dプリンタ 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1108"	"ハードディスク耐用年数"	"null"	"110"	"0"	"1"	"1年以上前"
"1109"	"ケーブル 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1110"	"ルータ 法定耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1111"	"フェンス耐用年数 国税庁"	"40"	"110"	"0"	"0"	"1年以上前"
"1112"	"ダンプ 耐用年数"	"25"	"110"	"0"	"0"	"1年以上前"
"1113"	"カーナビ 耐用年数"	"17"	"110"	"0"	"0"	"1年以上前"
"1114"	"タイルカーペット 耐用年数"	"21"	"110"	"0"	"0"	"1年以上前"
"1115"	"カセットコンロ耐用年数"	"23"	"110"	"0"	"1"	"1年以上前"
"1116"	"防災用ヘルメット 耐用年数"	"null"	"110"	"0"	"12"	"1年以上前"
"1117"	"プレミアムシリコン 耐用年数"	"null"	"110"	"1.59"	"12"	"1年以上前"
"1118"	"サーモアイsi 耐用年数"	"null"	"110"	"2.05"	"10"	"1年以上前"
"1119"	"賃貸 クロス 耐用年数"	"null"	"110"	"0"	"1"	"半年以内"
"1120"	"耐用年数 門扉"	"21"	"110"	"0"	"0"	"1年以上前"
"1121"	"草刈り機 耐用年数 国税庁"	"null"	"110"	"0"	"0"	"1年以上前"
"1122"	"附属設備 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1123"	"船舶 耐用年数 国税庁"	"null"	"110"	"0"	"0"	"1年以上前"
"1124"	"国土交通省 耐用年数表"	"null"	"110"	"0"	"0"	"1年以上前"
"1125"	"モニター 耐用年数 国税庁"	"null"	"110"	"0"	"0"	"1年以上前"
"1126"	"ノックスドール 耐用年数"	"null"	"110"	"0"	"0"	"1年以上前"
"1127"	"減価償却 中古 耐用年数"	"null"	"110"	"0"	"0"	"1年以内"
"1128"	"食器洗浄機耐用年数"	"24"	"110"	"0"	"0"	"1年以上前"
"1129"	"耐用年数短縮"	"null"	"90"	"0"	"0"	"1年以上前"
"1130"	"給湯機 法定耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1131"	"減価償却 耐用年数 ユニットバス"	"null"	"90"	"0"	"0"	"1年以上前"
"1132"	"テレビ 耐用年数 国税庁"	"53"	"90"	"0"	"0"	"1年以上前"
"1133"	"農業用機械 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1134"	"軽量鉄骨造 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1135"	"耐用年数 車庫"	"30"	"90"	"0"	"0"	"1年以上前"
"1136"	"エアコン埋め込み式 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1137"	"カーポート アルミ 耐用年数"	"null"	"90"	"1.22"	"4"	"1年以上前"
"1138"	"インバーター耐用年数"	"23"	"90"	"0"	"0"	"1年以上前"
"1139"	"ボイラ 法定耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1140"	"合併浄化槽の耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1141"	"耐用年数 舗装"	"null"	"90"	"0"	"0"	"1年以上前"
"1142"	"農機具減価償却 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1143"	"スポットクーラー耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1144"	"カーラッピング 耐用年数"	"34"	"90"	"0"	"0"	"1年以上前"
"1145"	"舗装工事 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1146"	"アルミカーポート 耐用年数"	"null"	"90"	"1.22"	"4"	"1年以上前"
"1147"	"テント 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1148"	"トラクター 減価償却 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1149"	"ティファール 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1150"	"グランピングテント 耐用年数"	"null"	"90"	"0"	"4"	"1年以上前"
"1151"	"鉄筋 マンション 耐用年数"	"null"	"90"	"0.29"	"13"	"1年以上前"
"1152"	"屋内消火栓 ホース 耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1153"	"耐用年数表 別表第一"	"null"	"90"	"0"	"0"	"1年以上前"
"1154"	"モニター 法定耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1155"	"フェンス 法定耐用年数"	"20"	"90"	"0"	"0"	"1年以上前"
"1156"	"led耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1157"	"塗料耐用年数"	"null"	"90"	"1.52"	"18"	"1年以上前"
"1158"	"系統用蓄電池 耐用年数"	"24"	"90"	"0"	"0"	"1年以上前"
"1159"	"新車減価償却 耐用年数"	"null"	"90"	"0"	"3"	"1年以上前"
"1160"	"浄化槽ブロワー 耐用年数"	"24"	"90"	"0"	"1"	"1年以上前"
"1161"	"wifi 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1162"	"車耐用年数 中古"	"null"	"90"	"0.08"	"7"	"1年以上前"
"1163"	"ipad 法定耐用年数"	"null"	"90"	"0"	"0"	"1年以内"
"1164"	"耐用年数 財務省令"	"30"	"90"	"0"	"0"	"1年以上前"
"1165"	"減価償却 法定耐用年数より長く"	"null"	"90"	"0"	"0"	"1年以上前"
"1166"	"システムバス 耐用年数"	"null"	"90"	"1.6"	"7"	"1年以上前"
"1167"	"電気ケトル耐用年数"	"24"	"90"	"0"	"1"	"1年以上前"
"1168"	"厨房設備耐用年数"	"20"	"90"	"0"	"0"	"1年以上前"
"1169"	"ガス管 耐用年数"	"26"	"90"	"0"	"0"	"1年以上前"
"1170"	"耐用年数省令別表第二"	"null"	"90"	"0"	"0"	"1年以上前"
"1171"	"排水管耐用年数"	"null"	"90"	"1.64"	"7"	"1年以上前"
"1172"	"耐久年数 耐用年数 違い"	"null"	"90"	"0"	"0"	"1年以上前"
"1173"	"エアコン 耐用年数 ダイキン"	"null"	"90"	"1.55"	"7"	"1年以上前"
"1174"	"法定耐用年数 太陽光発電"	"26"	"90"	"0"	"0"	"1年以内"
"1175"	"法定耐用年数 一覧"	"null"	"90"	"0"	"0"	"1年以上前"
"1176"	"スーツケース 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1177"	"法定耐用年数 発電機"	"null"	"90"	"0"	"0"	"1年以上前"
"1178"	"耐用年数 rc"	"null"	"90"	"0"	"0"	"1年以上前"
"1179"	"パワーコンディショナー 耐用年数"	"32"	"90"	"2.33"	"8"	"1年以上前"
"1180"	"自転車ヘルメット 耐用年数"	"21"	"90"	"0"	"0"	"1年以上前"
"1181"	"別表第二 機械及び装置の耐用年数表"	"29"	"90"	"0"	"0"	"1年以上前"
"1182"	"井戸ポンプ 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1183"	"太陽光発電 減価償却 耐用年数"	"30"	"90"	"9.08"	"11"	"1年以上前"
"1184"	"新車 耐用年数 減価償却"	"null"	"90"	"0"	"2"	"1年以内"
"1185"	"エコジョーズ耐用年数"	"null"	"90"	"0.41"	"6"	"1年以上前"
"1186"	"業務用エアコン 法定耐用年数"	"24"	"90"	"0"	"0"	"1年以上前"
"1187"	"中古車耐用年数計算"	"28"	"90"	"0"	"3"	"1年以上前"
"1188"	"冷蔵庫減価償却 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1189"	"キッチン 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1190"	"鉄骨鉄筋コンクリート 耐用年数"	"null"	"90"	"0"	"2"	"1年以上前"
"1191"	"耐用年数 重機"	"null"	"90"	"0"	"0"	"1年以上前"
"1192"	"スタッドレスタイヤ 耐用年数 国税庁"	"29"	"90"	"0"	"0"	"1年以上前"
"1193"	"コンクリート擁壁 耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1194"	"耐用年数 塗料"	"null"	"90"	"1"	"6"	"1年以内"
"1195"	"車タイヤ耐用年数"	"null"	"90"	"0.06"	"17"	"1年以上前"
"1196"	"サイン工事 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1197"	"浄化槽ブロワ 耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1198"	"太陽光発電耐用年数国税庁"	"30"	"90"	"0"	"3"	"1年以上前"
"1199"	"発電機 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1200"	"乾燥機耐用年数"	"31"	"90"	"0"	"0"	"1年以上前"
"1201"	"消防設備 耐用年数 国税庁"	"47"	"90"	"0"	"0"	"1年以上前"
"1202"	"マンション耐用年数 減価償却"	"null"	"90"	"2.04"	"10"	"1年以上前"
"1203"	"耐用年数 財務省"	"null"	"90"	"0"	"0"	"1年以上前"
"1204"	"油圧ショベル 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1205"	"シーリング の 耐用 年数"	"null"	"90"	"0"	"2"	"半年以内"
"1206"	"レンジ 耐用 年数"	"null"	"90"	"0"	"1"	"半年以内"
"1207"	"車 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1208"	"減価償却 自動車 耐用年数"	"null"	"90"	"0.16"	"4"	"1年以上前"
"1209"	"付属設備 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1210"	"マンション 減価償却 耐用年数"	"null"	"90"	"2.04"	"10"	"1年以上前"
"1211"	"トイレ便器 耐用年数 国税庁"	"28"	"90"	"0"	"0"	"1年以上前"
"1212"	"給排水管 耐用年数"	"26"	"90"	"3.92"	"6"	"1年以上前"
"1213"	"カタマsp 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1214"	"キュービクル 法定耐用年数"	"25"	"90"	"0"	"2"	"1年以上前"
"1215"	"鉄骨 建物 耐用年数"	"null"	"90"	"0.19"	"3"	"1年以上前"
"1216"	"合併浄化槽 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1217"	"減価償却 耐用年数 農機具"	"null"	"90"	"0"	"0"	"1年以上前"
"1218"	"放送設備 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1219"	"見積耐用年数"	"25"	"90"	"0"	"0"	"1年以上前"
"1220"	"クレーン 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1221"	"ソファー 法定耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1222"	"機械設備 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1223"	"棚 耐用年数"	"28"	"90"	"0"	"0"	"1年以上前"
"1224"	"高圧機器 耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1225"	"ihコンロ耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1226"	"埋め込み式エアコン 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1227"	"高所作業車 耐用年数"	"42"	"90"	"0"	"0"	"1年以上前"
"1228"	"プレハブ耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1229"	"木造合金メッキ鋼板葺 耐用年数"	"null"	"90"	"0"	"0"	"1年以内"
"1230"	"建物 リフォーム 耐用年数 国税庁"	"40"	"90"	"0"	"0"	"1年以上前"
"1231"	"美容機器 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1232"	"電動シャッター 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1233"	"アスファルト舗装 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1234"	"ミシン耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1235"	"井戸 耐用年数"	"26"	"90"	"0"	"0"	"1年以上前"
"1236"	"プレミアム無機 耐用年数"	"null"	"90"	"2.84"	"9"	"1年以上前"
"1237"	"ファインパーフェクトベスト 耐用年数"	"25"	"90"	"0"	"5"	"1年以上前"
"1238"	"rc住宅 耐用年数"	"27"	"90"	"0"	"2"	"1年以上前"
"1239"	"中古資産耐用年数-経過年数 端数"	"null"	"90"	"0"	"0"	"1年以上前"
"1240"	"バイク 法定耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1241"	"usbメモリ耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1242"	"揚水ポンプ 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1243"	"ヘルメット 耐用年数 法令"	"null"	"90"	"0"	"1"	"1年以上前"
"1244"	"防草シート 耐用年数10年"	"23"	"90"	"1.27"	"95"	"1年以上前"
"1245"	"電動自転車 法定耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1246"	"浄化槽 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1247"	"エネファーム耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1248"	"中古資産 耐用年数+経過年数 端数"	"null"	"90"	"0"	"0"	"半年以内"
"1249"	"耐用年数 井戸ポンプ"	"null"	"90"	"3.21"	"3"	"半年以内"
"1250"	"太陽光発電 法定耐用年数"	"25"	"90"	"0"	"1"	"1年以上前"
"1251"	"什器 耐用年数"	"29"	"90"	"0"	"0"	"1年以上前"
"1252"	"鉄骨マンション 耐用年数"	"null"	"90"	"0.06"	"5"	"1年以上前"
"1253"	"法定耐用年数 太陽光"	"null"	"90"	"0"	"1"	"1年以上前"
"1254"	"加圧給水ポンプ 耐用年数"	"null"	"90"	"0"	"3"	"1年以上前"
"1255"	"ドア 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1256"	"ドア 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1257"	"耐用年数を超えた減価償却費"	"null"	"90"	"0"	"1"	"1年以上前"
"1258"	"自動車減価償却 耐用年数"	"null"	"90"	"0.12"	"2"	"1年以上前"
"1259"	"グランセラトップ1液水性 耐用年数"	"null"	"90"	"1.54"	"8"	"1年以上前"
"1260"	"ユニットバス 耐用年数 減価償却"	"null"	"90"	"0"	"0"	"1年以上前"
"1261"	"一軒家 耐用年数"	"null"	"90"	"0.23"	"6"	"1年以上前"
"1262"	"ダイキン エアコン耐用年数"	"null"	"90"	"1.55"	"7"	"1年以上前"
"1263"	"エコキュート耐用年数国税庁"	"29"	"90"	"0"	"3"	"1年以上前"
"1264"	"自動ドア 耐用年数 国税庁"	"44"	"90"	"0"	"0"	"1年以上前"
"1265"	"シンク 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1266"	"内装工事 耐用年数15年"	"24"	"90"	"0"	"0"	"1年以上前"
"1267"	"へーベルハウス 耐用年数"	"null"	"90"	"0"	"3"	"1年以内"
"1268"	"シーリング耐用年数"	"24"	"90"	"0"	"2"	"1年以上前"
"1269"	"税法 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1270"	"減価償却資産の耐用年数に関する省令"	"null"	"90"	"0"	"0"	"1年以上前"
"1271"	"カバン 耐用年数"	"20"	"90"	"0"	"0"	"1年以上前"
"1272"	"鉄骨造陸屋根 耐用年数"	"45"	"90"	"0"	"2"	"1年以上前"
"1273"	"監視カメラ法定耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1274"	"太陽光発電 耐用年数 減価償却"	"29"	"90"	"9.08"	"11"	"1年以上前"
"1275"	"airpods 耐用年数"	"23"	"90"	"0"	"0"	"1年以上前"
"1276"	"自動火災報知設備 耐用年数"	"21"	"90"	"0"	"1"	"1年以上前"
"1277"	"液晶 テレビ の 耐用 年数"	"null"	"90"	"0"	"3"	"半年以内"
"1278"	"橋 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1279"	"機械 設備 の 耐用 年数"	"null"	"90"	"0"	"0"	"半年以内"
"1280"	"belca 耐用年数 一覧"	"null"	"90"	"0"	"0"	"1年以上前"
"1281"	"地下タンク 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1282"	"木材防腐処理 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1283"	"ファンヒーター耐用年数"	"null"	"90"	"0.03"	"1"	"1年以上前"
"1284"	"人工関節耐用年数"	"49"	"90"	"0"	"2"	"1年以上前"
"1285"	"処分制限期間 耐用年数 違い"	"null"	"90"	"0"	"0"	"1年以上前"
"1286"	"レジ 耐用年数"	"26"	"90"	"0"	"0"	"1年以上前"
"1287"	"田植え機耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1288"	"中古トラック耐用年数"	"null"	"90"	"2.74"	"3"	"1年以上前"
"1289"	"国税庁 耐用年数 別表3"	"null"	"90"	"0"	"0"	"1年以上前"
"1290"	"耐用年数の短縮"	"null"	"90"	"0"	"0"	"1年以内"
"1291"	"オサメット 耐用年数"	"null"	"90"	"0"	"4"	"1年以上前"
"1292"	"耐用年数とは わかりやすく"	"null"	"90"	"0"	"0"	"1年以上前"
"1293"	"日本ペイント パーフェクトトップ 耐用年数"	"22"	"90"	"0.66"	"17"	"1年以上前"
"1294"	"スプリンクラー耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1295"	"キシラデコール 耐用年数"	"34"	"90"	"0"	"1"	"1年以上前"
"1296"	"発電機 法定耐用年数"	"27"	"90"	"0"	"0"	"1年以上前"
"1297"	"火災受信機 耐用年数"	"20"	"90"	"0"	"0"	"1年以上前"
"1298"	"建物 耐用年数 鉄骨"	"null"	"90"	"0"	"1"	"1年以上前"
"1299"	"aed 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1300"	"パワコン耐用年数"	"null"	"90"	"1.63"	"3"	"1年以上前"
"1301"	"macbook 耐用年数"	"26"	"90"	"0.29"	"3"	"1年以上前"
"1302"	"屋上防水工事 耐用年数"	"21"	"90"	"2.68"	"16"	"1年以上前"
"1303"	"キュービクル 耐用年数 国税庁"	"47"	"90"	"0"	"0"	"1年以上前"
