"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"318"	"はつり工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"319"	"資本的支出 30万"	"null"	"0"	"0"	"0"	"1年以内"
"320"	"資本的支出 一括償却"	"null"	"0"	"0"	"0"	"1年以上前"
"321"	"windows アップデート 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"322"	"屋上防水 資本的支出"	"25"	"0"	"0"	"0"	"1年以上前"
"323"	"資本的支出 解体費用"	"null"	"0"	"0"	"0"	"1年以上前"
"324"	"資本的支出 金額判定"	"null"	"0"	"0"	"0"	"1年以上前"
"325"	"資本的支出 居住用賃貸建物"	"null"	"0"	"0"	"0"	"1年以上前"
"326"	"資本的支出 計上方法"	"null"	"0"	"0"	"0"	"1年以上前"
"327"	"資本的支出 節税"	"null"	"0"	"0"	"0"	"1年以上前"
"328"	"資本的支出 投資促進税制"	"null"	"0"	"0"	"0"	"1年以上前"
"329"	"資本的支出 トイレ改修"	"null"	"0"	"0"	"0"	"1年以上前"
"330"	"資本的支出 問題"	"null"	"0"	"0"	"0"	"1年以上前"
"331"	"モルタルからサイディング 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"332"	"資本的支出 要件"	"null"	"0"	"0"	"0"	"1年以上前"
"333"	"資本的支出 予備品"	"null"	"0"	"0"	"0"	"1年以上前"
"334"	"ライセンス 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"335"	"修繕費 資本的支出 割合"	"null"	"0"	"0"	"0"	"1年以上前"
"336"	"資本的支出 条文"	"null"	"0"	"0"	"0"	"1年以上前"
"337"	"資本的支出 税金"	"null"	"0"	"0"	"0"	"1年以上前"
"338"	"資本的支出 増築"	"null"	"0"	"0"	"0"	"1年以上前"
"339"	"資本的支出 バランスシート"	"null"	"0"	"0"	"0"	"1年以上前"
"340"	"資本的支出 部品交換"	"null"	"0"	"0"	"0"	"1年以上前"
"341"	"資本的支出 簿記1級"	"null"	"0"	"0"	"0"	"1年以上前"
"342"	"資本的支出 繰延消費税"	"null"	"0"	"0"	"0"	"半年以内"
"343"	"資本的支出とは 勘定科目"	"null"	"0"	"0"	"0"	"半年以内"
"344"	"資本的支出 修繕費 主要部品"	"null"	"0"	"0"	"0"	"半年以内"
"345"	"機械 部品交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"346"	"調査費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"347"	"材質 変更 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以上前"
"348"	"資本的支出 貸借対照表"	"null"	"0"	"0"	"0"	"1年以上前"
"349"	"資本的支出 修繕費 メリット"	"null"	"0"	"0"	"0"	"1年以上前"
"350"	"自動ドア モーター 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"351"	"建物附属設備 資本的支出 償却方法"	"null"	"0"	"0"	"0"	"1年以上前"
"352"	"資本的支出 事業供用日"	"null"	"0"	"0"	"0"	"1年以上前"
"353"	"資本的支出 勘定"	"null"	"0"	"0"	"0"	"1年以上前"
"354"	"サッシ交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"355"	"自動ドア 修理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"356"	"安全対策 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"357"	"外壁塗装 資本的支出 国税庁"	"30"	"0"	"0"	"0"	"1年以上前"
"358"	"資本 的 支出 条件"	"null"	"0"	"0"	"0"	"1年以内"
"359"	"資本 的 支出 種類"	"null"	"0"	"0"	"0"	"1年以内"
"360"	"資本的支出 修繕費 事例集"	"null"	"0"	"0"	"0"	"1年以上前"
"361"	"資本的支出 論文"	"null"	"0"	"0"	"0"	"1年以上前"
"362"	"修繕費であるか資本的支出であるかが明らかでない金額がある場合"	"null"	"0"	"0"	"0"	"1年以上前"
"363"	"トイレ 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"364"	"保険金 圧縮記帳 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"365"	"中古物件 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"366"	"資本的支出 60万"	"null"	"0"	"0"	"0"	"1年以上前"
"367"	"資本的支出 bs"	"null"	"0"	"0"	"0"	"1年以上前"
"368"	"外壁補修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"369"	"windows バージョンアップ 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"370"	"塗装 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"371"	"建物 改修 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"372"	"設備移設 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"373"	"資本的支出 例外"	"null"	"0"	"0"	"0"	"1年以上前"
"374"	"電球交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"375"	"再リース 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"376"	"防カビ塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"377"	"リフォーム費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"378"	"移転費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"379"	"遮熱塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"380"	"窓ガラス交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"381"	"ブレーカー交換 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"382"	"資本的支出 フローチャート 法人"	"null"	"0"	"0"	"0"	"1年以内"
"383"	"資本的支出 逆"	"null"	"0"	"0"	"0"	"1年以上前"
"384"	"ホームページリニューアル 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"385"	"屋根カバー工法 修繕費か 資本的支出"	"23"	"0"	"0"	"0"	"1年以上前"
"386"	"水漏れ 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"387"	"修繕費 資本的支出 具体例"	"null"	"0"	"0"	"0"	"1年以上前"
"388"	"資本的支出 見積法"	"null"	"0"	"0"	"0"	"1年以上前"
"389"	"設計費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"390"	"撤去 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"391"	"ソフトウェア 資本的支出とは"	"null"	"0"	"0"	"0"	"1年以上前"
"392"	"リフォーム費用 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"393"	"修繕費 資本的支出 耐震補強"	"null"	"0"	"0"	"0"	"1年以上前"
"394"	"定期修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"395"	"資本的支出 利益"	"null"	"0"	"0"	"0"	"1年以上前"
"396"	"資本的支出 仕訳 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"397"	"和室 洋室 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"398"	"建物付属設備 資本的支出 償却方法"	"null"	"0"	"0"	"0"	"1年以上前"
"399"	"中古資産 資本的支出 法定耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"400"	"社宅 資本的支出 消費税"	"null"	"0"	"0"	"0"	"1年以上前"
"401"	"資本的支出 由来"	"null"	"0"	"0"	"0"	"1年以上前"
"402"	"led 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"403"	"内装塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"404"	"資本的支出 修繕費 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"405"	"金型 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"406"	"修繕維持費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"407"	"車両修理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"408"	"外壁 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"409"	"資本的支出 少額減価償却資産 カーナビ"	"null"	"0"	"0"	"0"	"1年以上前"
"410"	"アスファルト補修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"411"	"資本的支出 按分"	"null"	"0"	"0"	"0"	"1年以上前"
"412"	"資本的支出 移設"	"null"	"0"	"0"	"0"	"1年以上前"
"413"	"資本的支出 延命"	"null"	"0"	"0"	"0"	"1年以上前"
"414"	"資本的支出 英語で"	"null"	"0"	"0"	"0"	"1年以上前"
"415"	"資本的支出 基準"	"null"	"0"	"0"	"0"	"1年以上前"
"416"	"車 エンジン交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"417"	"資本的支出 災害"	"null"	"0"	"0"	"0"	"1年以上前"
"418"	"資本的支出 中古 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"419"	"資本的支出 調査費用"	"null"	"0"	"0"	"0"	"1年以上前"
"420"	"資本的支出 取替"	"null"	"0"	"0"	"0"	"1年以上前"
"421"	"資本的支出 法定耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"422"	"資本的支出 模様替え"	"null"	"0"	"0"	"0"	"1年以上前"
"423"	"資本的支出 リース資産"	"null"	"0"	"0"	"0"	"1年以上前"
"424"	"資本的支出 材質変更"	"null"	"0"	"0"	"0"	"1年以上前"
"425"	"雑損控除 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"426"	"デジタコ 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"427"	"収益的支出 資本的支出 簿記"	"null"	"0"	"0"	"0"	"1年以内"
"428"	"応接セット 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"429"	"資本的支出 修繕費 判断"	"null"	"0"	"0"	"0"	"1年以上前"
"430"	"資本的支出 運用支出"	"null"	"0"	"0"	"0"	"半年以内"
"431"	"水道事業 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"432"	"資本的支出 中小企業投資促進税制"	"null"	"0"	"0"	"0"	"半年以内"
"433"	"ncf 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"434"	"学校法人会計 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"435"	"資本的支出 led化"	"null"	"0"	"0"	"0"	"半年以内"
"436"	"修繕費 資本的支出 10万円"	"null"	"0"	"0"	"0"	"半年以内"
"437"	"資本的支出 修繕費 フロー"	"null"	"0"	"0"	"0"	"半年以内"
"438"	"車 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"半年以内"
"439"	"屋根工事 資本的支出"	"25"	"0"	"0"	"0"	"1年以上前"
"440"	"スタッドレス タイヤ 交換 資本 的 支出"	"null"	"0"	"0"	"0"	"半年以内"
"441"	"建物の価値を高める資本的支出 勘定科目"	"null"	"0"	"0"	"0"	"過去90日"
"442"	"バッテリー交換 修繕費 資本的支出"	"21"	"0"	"0"	"0"	"1年以上前"
"443"	"資本 的 支出 税込"	"null"	"0"	"0"	"0"	"1年以内"
"444"	"日 商 簿記 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"445"	"資本 的 支出 減価 償却 違い"	"null"	"0"	"0"	"0"	"1年以内"
"446"	"簿記 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"447"	"ソフトウェア 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"448"	"キッチンカー 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"449"	"資本的支出 ソフトウェア バージョンアップ"	"null"	"0"	"0"	"0"	"1年以上前"
"450"	"内装工事 修繕費 資本的支出"	"33"	"0"	"0"	"0"	"1年以上前"
"451"	"資本的支出 フローチャート 法人税"	"null"	"0"	"0"	"0"	"1年以内"
"452"	"led 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"453"	"修繕工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"454"	"移設 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"455"	"シャッター修理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"456"	"資本的支出単価"	"null"	"0"	"0"	"0"	"1年以内"
"457"	"セキュリティ強化 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"458"	"資本的支出 青色申告"	"null"	"0"	"0"	"0"	"1年以上前"
"459"	"床 張替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"460"	"資本的支出 設備"	"null"	"0"	"0"	"0"	"1年以上前"
"461"	"資本的支出 フローチャート 国税"	"null"	"0"	"0"	"0"	"1年以上前"
"462"	"改良 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"463"	"中古資産 資本的支出 耐用年数 簡便法"	"null"	"0"	"0"	"0"	"半年以内"
"464"	"資本的支出 耐用年数 簡便法"	"null"	"0"	"0"	"0"	"1年以上前"
"465"	"扉の交換 資本的支出"	"null"	"0"	"0"	"0"	"過去90日"
"466"	"更新工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"467"	"個人事業 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"468"	"老朽更新 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"469"	"資本的支出 一の計画とは"	"null"	"0"	"0"	"0"	"1年以上前"
"470"	"リフォーム 資本的支出 勘定科目"	"null"	"0"	"0"	"0"	"1年以上前"
"471"	"機械装置 特別償却 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"472"	"バリアフリー 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"473"	"資本的支出 簡便法"	"null"	"0"	"0"	"0"	"1年以上前"
"474"	"資本的支出 何"	"null"	"0"	"0"	"0"	"1年以上前"
"475"	"修繕費 資本的支出 区別"	"null"	"0"	"0"	"0"	"1年以上前"
"476"	"断熱工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"477"	"トイレ工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"478"	"資本的支出 フローチャート ソフトウェア"	"null"	"0"	"0"	"0"	"1年以上前"
"479"	"資本的支出 舗装"	"null"	"0"	"0"	"0"	"1年以上前"
"480"	"led 取替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"481"	"固定資産管理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"482"	"投資 キャッシュフロー 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"483"	"機械装置 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"484"	"駐車場 白線 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"485"	"資本的支出 再調達原価"	"null"	"0"	"0"	"0"	"1年以上前"
"486"	"資本的支出 法令132"	"null"	"0"	"0"	"0"	"1年以上前"
"487"	"資本的支出 延長"	"null"	"0"	"0"	"0"	"1年以上前"
"488"	"スタットレスタイヤ 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"489"	"資本的支出 農業"	"null"	"0"	"0"	"0"	"1年以上前"
"490"	"資本的支出 損金経理"	"null"	"0"	"0"	"0"	"1年以上前"
"491"	"リノベーション工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"492"	"壁紙張替え 資本的支出"	"19"	"0"	"0"	"0"	"1年以上前"
"493"	"資本的支出 英訳"	"null"	"0"	"0"	"0"	"1年以上前"
"494"	"エンジン載せ替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"495"	"資本的支出 3年周期"	"null"	"0"	"0"	"0"	"半年以内"
"496"	"水道 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"497"	"資本的支出 単位"	"null"	"0"	"0"	"0"	"半年以内"
"498"	"外注費 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"499"	"資本的支出 修繕費 按分"	"null"	"0"	"0"	"0"	"半年以内"
"500"	"資本的支出 7割"	"null"	"0"	"0"	"0"	"1年以上前"
"501"	"資本的支出 新たな資産の取得"	"null"	"0"	"0"	"0"	"1年以上前"
"502"	"資本的支出 修繕費 明らかでない"	"null"	"0"	"0"	"0"	"1年以上前"
"503"	"資本的支出 意義"	"null"	"0"	"0"	"0"	"1年以上前"
"504"	"ウレタン防水 資本的支出"	"26"	"0"	"0"	"0"	"1年以上前"
"505"	"資本的支出 交換"	"null"	"0"	"0"	"0"	"1年以上前"
"506"	"資本的支出 個人事業主"	"null"	"0"	"0"	"0"	"1年以上前"
"507"	"資本的支出 セミナー"	"null"	"0"	"0"	"0"	"1年以上前"
"508"	"建物 資本的支出 定率法"	"null"	"0"	"0"	"0"	"1年以上前"
"509"	"壁 撤去 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"510"	"資本的支出 なぜ"	"null"	"0"	"0"	"0"	"1年以上前"
"511"	"内部造作 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"512"	"資本的支出 20万"	"null"	"0"	"0"	"0"	"1年以上前"
"513"	"noi 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"514"	"資本的支出 判定単位"	"null"	"0"	"0"	"0"	"1年以上前"
"515"	"資本的支出 費用 違い"	"null"	"0"	"0"	"0"	"1年以上前"
"516"	"修繕費 資本的支出 例"	"null"	"0"	"0"	"0"	"1年以上前"
"517"	"資本的支出 原状回復"	"null"	"0"	"0"	"0"	"1年以上前"
"518"	"ドライブレコーダー 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"519"	"資本的支出 バージョンアップ"	"null"	"0"	"0"	"0"	"1年以上前"
"520"	"資本的支出 エンジン"	"null"	"0"	"0"	"0"	"1年以上前"
"521"	"簿記 資本的支出 勘定科目"	"null"	"0"	"0"	"0"	"1年以上前"
"522"	"固定資産 修理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"523"	"改修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"524"	"lan配線工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"525"	"フローリング 張り替え 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"526"	"資本 的 支出 の 反対"	"null"	"0"	"0"	"0"	"1年以内"
"527"	"資本 的 支出 車両"	"null"	"0"	"0"	"0"	"1年以上前"
"528"	"モーター 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"529"	"資本的支出 概念"	"null"	"0"	"0"	"0"	"1年以上前"
"530"	"資本的支出 予算科目"	"null"	"0"	"0"	"0"	"1年以上前"
"531"	"照明工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"532"	"サーバー移行 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"533"	"機械装置 税額控除 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"534"	"資本的支出 税務処理"	"null"	"0"	"0"	"0"	"1年以上前"
"535"	"ドア 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"536"	"資本的支出 エレベーター"	"null"	"0"	"0"	"0"	"1年以上前"
"537"	"トランスミッション交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"538"	"資本的支出 用語"	"null"	"0"	"0"	"0"	"1年以上前"
"539"	"資本的支出 保険金"	"null"	"0"	"0"	"0"	"1年以上前"
"540"	"長期修繕計画 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"541"	"ロールスクリーン 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"542"	"プログラム変更 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"543"	"非常灯 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"544"	"資本的支出 フローチャート 所得税"	"null"	"0"	"0"	"0"	"1年以上前"
"545"	"予防保全 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"546"	"資産 の 取得 資本 的 支出 違い"	"null"	"0"	"0"	"0"	"1年以上前"
"547"	"補修費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"548"	"ソフトウェア 改造 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"549"	"老朽化 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"550"	"和式 洋式 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"551"	"建物 耐用年数 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"552"	"抗菌コーティング 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"553"	"中小企業投資促進税制 ソフトウェア 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"554"	"経年劣化 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"555"	"工事 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"556"	"償却資産 増加事由 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"557"	"カーナビ 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"558"	"led照明 交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"559"	"無形資産 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"560"	"資本的支出 耐久性を増す"	"null"	"0"	"0"	"0"	"1年以上前"
"561"	"資本的支出 修繕費 勘定科目"	"null"	"0"	"0"	"0"	"1年以上前"
"562"	"メンテナンス 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"563"	"建物 資本的支出 仕訳"	"null"	"0"	"0"	"0"	"1年以上前"
"564"	"資本的支出 仮設"	"null"	"0"	"0"	"0"	"1年以上前"
"565"	"天井張り替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"566"	"大規模改修 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"567"	"led化 工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"568"	"外壁改修工事 資本的支出"	"33"	"0"	"0"	"0"	"1年以上前"
"569"	"消費税 居住用賃貸建物 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"570"	"エレベーター 改修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"571"	"資本的支出 20万円みまん"	"null"	"0"	"0"	"0"	"半年以内"
"572"	"資本的支出 移設費用"	"null"	"0"	"0"	"0"	"半年以内"
"573"	"資本的支出 エアコン交換"	"null"	"0"	"0"	"0"	"半年以内"
"574"	"資本的支出 収益的支出 按分"	"null"	"0"	"0"	"0"	"半年以内"
"575"	"資本的支出 安全対策"	"null"	"0"	"0"	"0"	"1年以上前"
"576"	"資本的支出 いくらから"	"null"	"0"	"0"	"0"	"1年以上前"
"577"	"埋め戻し 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"578"	"資本的支出 エンジン交換"	"null"	"0"	"0"	"0"	"1年以上前"
"579"	"資本的支出 ey"	"null"	"0"	"0"	"0"	"1年以上前"
"580"	"資本的支出 キャッシュフロー"	"null"	"0"	"0"	"0"	"1年以上前"
"581"	"資本的支出 設計"	"null"	"0"	"0"	"0"	"1年以上前"
"582"	"資本的支出 調整対象固定資産"	"null"	"0"	"0"	"0"	"1年以上前"
"583"	"資本的支出 法人税"	"null"	"0"	"0"	"0"	"1年以上前"
"584"	"資本的支出 メリット"	"null"	"0"	"0"	"0"	"1年以上前"
"585"	"資本的支出 目安"	"null"	"0"	"0"	"0"	"1年以上前"
"586"	"床工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"587"	"ライセンス料 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"588"	"資本的支出 合算"	"null"	"0"	"0"	"0"	"1年以上前"
"589"	"資本的支出 残存耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"590"	"資本的支出 大規模修繕"	"33"	"0"	"0"	"0"	"1年以上前"
"591"	"法人税法施行令 第132条 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"592"	"電源工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"593"	"資本的支出 防水工事"	"26"	"0"	"0"	"0"	"1年以上前"
"594"	"パーテーション 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"595"	"パソコン 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"596"	"修繕費 資本的支出 60万円"	"null"	"0"	"0"	"0"	"1年以上前"
"597"	"外壁工事 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"598"	"lan配線 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"599"	"修繕費と資本的支出 違い"	"null"	"0"	"0"	"0"	"1年以内"
"600"	"畳 交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"601"	"資本的支出 3割"	"null"	"0"	"0"	"0"	"1年以上前"
"602"	"リフォーム工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"603"	"資本的支出を行った場合の減価償却"	"null"	"0"	"0"	"0"	"1年以上前"
"604"	"用途変更 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"605"	"資本的支出 修繕費 7: 3 基準"	"null"	"0"	"0"	"0"	"半年以内"
"606"	"外壁工事 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"607"	"交換工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"608"	"エアコン交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"609"	"ups バッテリー交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"610"	"修繕費 資本的支出 チャート"	"null"	"0"	"0"	"0"	"1年以内"
"611"	"資本的支出 電気工事"	"null"	"0"	"0"	"0"	"1年以上前"
"612"	"マンション大規模修繕 資本的支出"	"33"	"0"	"0"	"0"	"1年以上前"
"613"	"資本的支出 投資"	"30"	"0"	"0"	"0"	"1年以上前"
"614"	"資本的支出 物理的に付加"	"null"	"0"	"0"	"0"	"1年以上前"
"615"	"資本的支出とは 金額"	"null"	"0"	"0"	"0"	"1年以上前"
"616"	"led 照明器具 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"617"	"資本的支出 窓ガラス"	"null"	"0"	"0"	"0"	"1年以上前"
"618"	"ソフトウェア バージョンアップ 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"619"	"スロープ 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"620"	"外装塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"621"	"エンジン オーバーホール 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"622"	"ドアの取替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"623"	"減損処理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"624"	"資本的支出 評価"	"null"	"0"	"0"	"0"	"1年以上前"
"625"	"資本的支出 損金"	"null"	"0"	"0"	"0"	"半年以内"
"626"	"資本的支出と修繕費 本"	"null"	"0"	"0"	"0"	"半年以内"
"627"	"道路 白線 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"628"	"資本的支出 収益的支出 判断"	"null"	"0"	"0"	"0"	"半年以内"
"629"	"アスファルト舗装 修繕 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"630"	"資本的支出 固定資産 違い"	"null"	"0"	"0"	"0"	"1年以上前"
"631"	"スタッドレス 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"632"	"資本的支出 費用処理"	"null"	"0"	"0"	"0"	"1年以上前"
"633"	"資本的支出 マイナス"	"null"	"0"	"0"	"0"	"1年以上前"
"634"	"資本的支出 財産評価"	"null"	"0"	"0"	"0"	"1年以上前"
"635"	"資本的支出 デメリット"	"null"	"0"	"0"	"0"	"1年以上前"
"636"	"資本的支出 部分除却"	"null"	"0"	"0"	"0"	"1年以上前"
"637"	"資本的支出 物品"	"null"	"0"	"0"	"0"	"1年以上前"
"638"	"資本的支出 簿記3級"	"null"	"0"	"0"	"0"	"1年以上前"
"639"	"資本的支出 10万以下"	"null"	"0"	"0"	"0"	"1年以上前"
"640"	"資本的支出 減価償却 年数"	"null"	"0"	"0"	"0"	"1年以上前"
"641"	"配管 更新 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"642"	"資本的支出 収益的支出 減価償却"	"null"	"0"	"0"	"0"	"1年以上前"
